Storekey,Country,City,Total_Sales
63,United States,Bensenville,135.9699993133545
27,Germany,List,135.78000116348267
20,Germany,Mönchengladbach Waldhausen,135.67000198364258
37,United Kingdom,CROSSFORD,135.59000396728516
19,Germany,Pleidelsheim,135.18999481201172
48,United States,Phila,134.97000122070312
27,Germany,Kronach,134.87999820709229
22,Germany,Saarlouis,134.74000549316406
40,United Kingdom,DOVASTON,134.74000549316406
65,United States,Sugar Land,134.74000549316406
23,Germany,Westhausen,134.60000610351562
36,United Kingdom,CASTLE HEDINGHAM,134.60000610351562
0,United States,Bluefield,134.60000610351562
22,Germany,Armstorf,134.5799961090088
36,United Kingdom,STAINBY,134.46999645233154
61,United States,Ardmore,134.17999649047852
0,United States,Branchburg,134.0799961090088
49,United States,Warrensville Heights,133.92000102996826
9,Canada,MITCHELL,133.36000061035156
0,Germany,Bad Reichenhall,133.36000061035156
36,United Kingdom,RYE HARBOUR,133.36000061035156
59,United States,New Ulm,133.19000244140625
38,United Kingdom,LANGTHWAITE,133.17999649047852
21,Germany,Jesteburg,133.100004196167
34,Netherlands,Dreumel,133.100004196167
0,United Kingdom,STANBOROUGH,133.100004196167
38,United Kingdom,NEW WINTON,133.100004196167
48,United States,Foxboro,133.100004196167
55,United States,Chico,133.100004196167
56,United States,Boston,133.100004196167
34,Netherlands,Den Haag,133.0800018310547
47,United States,Southfield,133.0800018310547
44,United States,Milton,132.9999966621399
16,France,LA ROCHELLE,132.89999389648438
61,United States,Bayonne,132.89999389648438
0,United States,Hercules,132.89999389648438
54,United States,Red Bank,132.89999389648438
64,United States,Belleville,132.76000022888184
50,United States,Northbrook,132.7000002861023
29,Italy,Careri,132.5399932861328
37,United Kingdom,CAMB,132.5399932861328
42,United Kingdom,YSTRAD AERON,132.52000427246094
0,United Kingdom,CLYRO,132.49999904632568
0,Italy,Randazzo,132.46999883651733
19,Germany,Fürth,132.4600067138672
14,France,LONS-LE-SAUNIER,132.4600067138672
36,United Kingdom,ASHLEY,132.4600067138672
44,United States,Chelsea,132.4600067138672
57,United States,Milpitas,132.4600067138672
0,United Kingdom,CODDINGTON,132.44000244140625
65,United States,Brashear,132.44000244140625
47,United States,West Nyack,132.44000244140625
42,United Kingdom,CLAYDON,132.3899974822998
37,United Kingdom,GLENDEVON,132.06000232696533
33,Netherlands,Eijsden,132.0500030517578
36,United Kingdom,LITTLE TORBOLL,131.96999645233154
5,Australia,WOOMBYE,131.9600009918213
5,Australia,KYABRAM,131.8699951171875
51,United States,Stephenville,131.8699951171875
53,United States,Ada,131.8699951171875
41,United Kingdom,POYS STREET,131.84999656677246
56,United States,Mobile,131.71999740600586
0,United Kingdom,EVERSHOT,131.64999771118164
20,Germany,Grünendeich,131.5399932861328
0,Germany,Halle,131.5399932861328
0,Netherlands,Ewijk,131.5399932861328
37,United Kingdom,NEWCHURCH,131.5399932861328
0,Canada,Hespeler,131.52000045776367
62,United States,Roseville,131.52000045776367
6,Australia,BUANGLA,131.46999835968018
57,United States,San Ramon,131.43999671936035
5,Australia,MILLFIELD,131.27999877929688
19,Germany,Wiesenttal,131.27999877929688
39,United Kingdom,TROSTON,131.27999877929688
38,United Kingdom,MARSHAM,131.27999877929688
48,United States,Emmett,131.27999877929688
61,United States,Travelers Rest,131.27999877929688
43,United States,Monticello,131.27999877929688
56,United States,Rockville,131.27999877929688
56,United States,Montgomery,131.27999877929688
51,United States,Fort Atkinson,131.27999877929688
0,Germany,Zwiesel,131.09000396728516
37,United Kingdom,STOKE ST GREGORY,131.04999542236328
0,United States,Fort Lewis,131.04999542236328
61,United States,Coffeeville,130.93000030517578
0,United Kingdom,CARLISLE,130.79999542236328
29,Italy,Valmareno,130.55999755859375
24,Germany,Holtsee,130.5499973297119
34,Netherlands,Kattendijke,130.5499973297119
0,Netherlands,Millingen aan de Rijn,130.5499973297119
36,United Kingdom,ALLANGILLFOOT,130.5499973297119
55,United States,Sarona,130.5499973297119
0,United Kingdom,CORRY,130.53999519348145
0,United Kingdom,GLENRAZIE,130.38000297546387
15,France,BOULOGNE-SUR-MER,129.96000337600708
24,Germany,Bechhofen,129.65999603271484
0,Australia,GOSNELLS,129.5900001525879
54,United States,Woodbridge,129.56999588012695
6,Australia,DINNINUP,129.5099983215332
23,Germany,Zeil,129.39999961853027
45,United States,Owatonna,129.22000122070312
0,United Kingdom,KINLOCH,129.20999908447266
34,Netherlands,Wateringen,129.12000274658203
19,Germany,Wahnwegen,129.0
57,United States,Hayward,129.0
63,United States,Mcalester,129.0
57,United States,Toledo,129.0
45,United States,Anderson,129.0
32,Netherlands,IJzendoorn,128.95000171661377
8,Canada,Finch,128.88999938964844
0,United Kingdom,NETHERHAMPTON,128.8800048828125
37,United Kingdom,SKIDBROOKE,128.8800048828125
0,United Kingdom,WASBISTER,128.8800048828125
66,United States,Archie,128.76000213623047
0,Germany,Loitzendorf,128.75999450683594
33,Netherlands,Opmeer,128.75999450683594
42,United Kingdom,BOSSALL,128.75999450683594
40,United Kingdom,TOWNHEAD OF GREENLAW,128.75999450683594
36,United Kingdom,CRAIG-Y-NOS,128.75999450683594
37,United Kingdom,BOTTESFORD,128.7099997997284
47,United States,Ellicott City,128.60999965667725
51,United States,Muscoy,128.55000019073486
0,Italy,Sartirana Lomellina,128.3300018310547
23,Germany,Karlsruhe Weststadt,128.32999801635742
0,United States,Higganum,128.3199977874756
36,United Kingdom,AUCH,128.3000030517578
44,United States,New Brunswick,128.29000282287598
23,Germany,Mönchengladbach Waldhausen,128.22999954223633
0,United States,Evansville,127.95999908447266
0,United States,Brunswick,127.72999668121338
53,United States,Freehold,127.40000057220459
29,Italy,Ricadi,127.39999771118164
49,United States,Stlouis,127.36999893188477
51,United States,Penns Neck,127.30999755859375
0,United States,Bryn Mawr,126.94999694824219
37,United Kingdom,STILLINGFLEET,126.83000206947327
64,United States,West Allis,126.7600040435791
22,Germany,Remscheid Innen,126.67000007629395
65,United States,Lawrenceville,126.62000274658203
39,United Kingdom,PORT SONACHAN,126.45999908447266
40,United Kingdom,GRINSHILL,126.44000244140625
42,United Kingdom,SPEYVIEW,126.31999969482422
0,United States,New Brockton,125.9800033569336
0,United States,Farmers Branch,125.92000198364258
37,United Kingdom,VILLAVIN,125.9000015258789
0,Italy,Ruta,125.79999923706055
0,Italy,Jerzu,125.73999786376953
23,Germany,Marktredwitz,125.53000116348267
36,United Kingdom,CHUTE STANDEN,125.41000366210938
37,United Kingdom,NORTHMUIR,125.12000274658203
54,United States,Crane,125.12000274658203
38,United Kingdom,BROCKTON,125.08000183105469
36,United Kingdom,YOCKENTHWAITE,125.08000183105469
66,United States,Fredonia,125.08000183105469
56,United States,Saint Joseph,125.06999969482422
28,Italy,Senales,124.95999908447266
57,United States,Bucyrus,124.90999603271484
54,United States,Bloomville,124.87999629974365
0,United States,Lyerly,124.78999900817871
42,United Kingdom,A'CHILL,124.73999977111816
39,United Kingdom,DRUID,124.21000289916992
64,United States,Rolla,124.12000274658203
43,United States,Collinsville,124.07000350952148
56,United States,Harwich,123.81000137329102
4,Australia,UPPER BLESSINGTON,123.69999694824219
42,United Kingdom,BERSTANE,123.69999694824219
42,United Kingdom,RYE HARBOUR,123.69999694824219
0,United States,Monterey,123.69999694824219
0,United States,Seaford,123.69999694824219
48,United States,Miramar,123.69999694824219
43,United States,Guymon,123.69999694824219
0,United States,Allentown,123.66999912261963
1,Australia,BALD HILLS,123.66000366210938
0,United Kingdom,BERSTANE,123.4899959564209
57,United States,Fair Oaks,123.47000122070312
53,United States,Apex,123.25000047683716
0,Australia,ST AGNES,123.23999786376953
0,Germany,Weitnau,123.23999786376953
23,Germany,Essen,123.23999786376953
18,France,OULLINS,123.23999786376953
30,Italy,Castel Porziano,123.23999786376953
39,United Kingdom,NETHERHALL,123.23999786376953
55,United States,Eagleville,123.23999786376953
55,United States,Reedsville,123.23999786376953
50,United States,Uniondale,123.23999786376953
0,United States,Bluegrass,123.23999786376953
66,United States,Franklin,123.23999786376953
0,United States,Incline Village,123.23999786376953
53,United States,Bay Minette,123.22999858856201
13,France,VANNES,123.0999984741211
37,United Kingdom,BLAIRHULLICHAN,123.06999778747559
0,United States,Tharp,122.79000091552734
15,France,NOGENT-SUR-MARNE,122.77999877929688
38,United Kingdom,NAVESTOCK,122.77999877929688
64,United States,Island Lake,122.77999877929688
49,United States,Menasha,122.55000114440918
0,United States,Leesburg,122.46999740600586
63,United States,Hattiesburg,122.36999797821045
43,United States,Avon Park,122.34000396728516
43,United States,Wayne,122.33999633789062
16,France,ANGERS,122.32000350952148
5,Australia,BOOLE POOLE,122.31999969482422
9,Canada,Rimouski,122.31999969482422
27,Germany,Mannheim Wohlgelegen,122.31999969482422
19,Germany,Wyhl,122.31999969482422
32,Netherlands,Vriezenveen,122.31999969482422
39,United Kingdom,CRAIGHEAD,122.31999969482422
41,United Kingdom,ACHAGLASS,122.31999969482422
39,United Kingdom,LYDBURY NORTH,122.31999969482422
47,United States,Paducah,122.31999969482422
57,United States,Fortuna,122.31999969482422
47,United States,Johnstown,122.31999969482422
8,Canada,Owen Sound,122.27999877929688
27,Germany,Düsseldorf Mörsenbroich,122.27999496459961
4,Australia,BUCKENBOWRA,122.18000030517578
0,Australia,Damascus,122.15000534057617
28,Italy,Domusnovas,121.93000030517578
64,United States,Douglasville,121.82000160217285
31,Netherlands,Munstergeleen,121.44999694824219
21,Germany,Soest,121.37999725341797
51,United States,Salinas,120.96000182628632
40,United Kingdom,ST MINVER,120.9000015258789
64,United States,Port Charlotte,120.83999633789062
61,United States,Eagan,120.83999633789062
36,United Kingdom,THE CRONK,120.83000254631042
37,United Kingdom,CLACHAN-SEIL,120.54000234603882
55,United States,Simi Valley,120.53999924659729
16,France,GARGES-LÈS-GONESSE,120.31999969482422
39,United Kingdom,HILL HEAD,120.16999626159668
0,United States,Bermuda Dunes,120.06999969482422
0,Australia,LOVETT BAY,119.96999931335449
24,Germany,Immenhausen,119.64000272750854
59,United States,Worcester,119.46000099182129
44,United States,Lake Los Angeles,119.27999496459961
50,United States,Waltham,119.19000244140625
37,United Kingdom,LLANMIHANGEL,119.1299991607666
0,United Kingdom,GLENQUIECH,119.11000061035156
44,United States,Fort Walton Beach,119.11000061035156
39,United Kingdom,FORDSTREET,118.86000299453735
6,Australia,BANDYA,118.6899962425232
0,Canada,Dorval,118.6500015258789
0,Germany,Geroldsgrün,118.6500015258789
22,Germany,Barsbüttel,118.6500015258789
0,United States,Rancho Cucamonga,118.6500015258789
56,United States,Porter,118.64000129699707
27,Germany,Delbrück,118.63999938964844
0,Germany,Eichendorf,118.63999938964844
14,France,MENTON,118.63999938964844
18,France,VILLEPARISIS,118.63999938964844
47,United States,Olympia,118.63999938964844
44,United States,Mandeville,118.55999660491943
20,Germany,Adorf,118.38000202178955
57,United States,Bloomington,118.37999725341797
21,Germany,Altenmarkt,118.14999771118164
0,United States,Brewster,118.11999893188477
47,United States,Archie,117.9800009727478
5,Australia,BOORAN ROAD PO,117.95000267028809
0,United Kingdom,SOMERSHAM,117.91000175476074
32,Netherlands,s-Hertogenbosch,117.81000208854675
37,United Kingdom,HOPTON,117.7900037765503
63,United States,Carbondale,117.7300033569336
66,United States,Bernardsville,117.7300033569336
44,United States,Athens,117.7300033569336
51,United States,Alameda,117.7300033569336
0,United Kingdom,HOWLE,117.43999862670898
41,United Kingdom,BROUGHTON,117.3900032043457
1,Australia,TRIAMBLE,117.3100004196167
0,Italy,Faver,117.2699966430664
48,United States,Brookfield,117.2699966430664
65,United States,Thompsontown (Juniata),117.2699966430664
61,United States,Tucson,117.2699966430664
61,United States,Lapeer,117.2599983215332
47,United States,Nora Springs,117.25000381469727
43,United States,Porter,117.22000026702881
8,Canada,Algoma Mills,117.20999908447266
22,Germany,Leutershausen,117.20999908447266
29,Italy,Trecate,117.20999908447266
34,Netherlands,Dirksland,117.20999908447266
0,United Kingdom,FORFAR,117.20999908447266
44,United States,Bristol,117.20999908447266
55,United States,Indianapolis,117.20999908447266
64,United States,Mira Loma,117.20999908447266
63,United States,Cutler,117.20999908447266
63,United States,Feather Sound,117.20999908447266
64,United States,Nacogdoches,117.20999908447266
57,United States,Lakehurst,117.20999908447266
61,United States,Dulles,117.20999908447266
13,France,ÉCHIROLLES,117.20000076293945
24,Germany,Wohratal,117.11000061035156
41,United Kingdom,LANGLEEFORD,116.75
64,United States,Science Hill,116.75
48,United States,Portage,116.7400016784668
0,Australia,PARACOMBE,116.22000503540039
57,United States,Lacassine,116.22000503540039
61,United States,Foxboro,116.09999656677246
59,United States,Beaver Dam,116.04000091552734
57,United States,Sante Fe,115.8599967956543
42,United Kingdom,RHYD-YR-ONNEN,115.84999465942383
56,United States,Maiden Rock,115.7700023651123
65,United States,Alexandria,115.72000312805176
30,Italy,Rettorgole,115.43000030517578
59,United States,Wenatchee,115.43000030517578
0,United Kingdom,BROOME,115.41999816894531
42,United Kingdom,NEWENT,115.19999885559082
9,Canada,La Tuque,115.11000156402588
10,Canada,Ste Eulalie,114.23999786376953
13,France,VILLEPARISIS,114.23999786376953
62,United States,Phoenix,114.20999932289124
0,United States,Show Low,114.17999839782715
0,United States,Crystal,114.16999626159668
43,United States,Sugar Land,113.97999858856201
62,United States,Oak Park,113.92000198364258
39,United Kingdom,BINWESTON,113.90999984741211
32,Netherlands,Weesp,113.7699966430664
0,United Kingdom,GREAT SUTTON,113.70000171661377
0,United Kingdom,OVER WALLOP,113.57000160217285
10,Canada,Cassiar,113.54000234603882
21,Germany,Stuttgart Rohr,113.51000022888184
44,United States,Fort Lauderdale,113.41000175476074
23,Germany,Kühbach,113.35000133514404
21,Germany,Bischofswiesen,112.90999603271484
53,United States,Youngstown,112.84999656677246
59,United States,Warren,112.81999969482422
0,Australia,WATTLEBANK,112.61999893188477
45,United States,Memphis,112.57999992370605
4,Australia,Fullerton,112.16000366210938
42,United Kingdom,KINGTON,112.16000366210938
65,United States,Millburn,112.16000366210938
49,United States,Newark,112.16000366210938
57,United States,Plymouth,112.16000366210938
53,United States,Abrams,112.16000366210938
57,United States,Jupiter,112.16000366210938
65,United States,Rancho Cordova,112.16000366210938
55,United States,La Grange,112.16000366210938
53,United States,Long Beach,112.16000366210938
66,United States,Cleburne,112.16000366210938
0,Canada,Highgate,112.13999938964844
27,Germany,Brodersby,112.13999938964844
12,France,GAGNY,112.13999938964844
0,Italy,Francavilla Sul Sinni,112.13999938964844
0,Netherlands,Beverwijk,112.13999938964844
41,United Kingdom,PITNACREE,112.13999938964844
38,United Kingdom,GLENQUIECH,112.13999938964844
42,United Kingdom,BETTON,112.13999938964844
40,United Kingdom,BOREHAM STREET,112.13999938964844
53,United States,Bryn Mawr,112.13999938964844
57,United States,Biloxi,112.13999938964844
0,United States,Coahoma,112.13999938964844
64,United States,Shelbyville,112.13999938964844
44,United States,Fremont,112.13999938964844
51,United States,Auburndale,112.11999893188477
38,United Kingdom,WROTHAM,112.02000045776367
36,United Kingdom,SELWORTHY,111.9800033569336
36,United Kingdom,HOBKIRK,111.89999771118164
44,United States,Muscoy,111.89999771118164
54,United States,Lawrenceville,111.89999771118164
17,France,L'HAŸ-LES-ROSES,111.85000133514404
22,Germany,Dalberg,111.71000289916992
51,United States,Jordan,111.68999862670898
5,Australia,DARLIMURLA,111.36000061035156
39,United Kingdom,TOY'S HILL,111.28000068664551
10,Canada,Kemptville,111.20000314712524
47,United States,Port Ludlow,111.09000205993652
8,Canada,Tappen,110.96000099182129
39,United Kingdom,Hope,110.68000173568726
38,United Kingdom,HANBURY WOODEND,110.54999923706055
39,United Kingdom,BOWCOMBE,110.36000084877014
26,Germany,Dresden,110.36000061035156
0,Germany,Kusel,110.36000061035156
39,United Kingdom,HOSE,110.36000061035156
38,United Kingdom,SHILLINGFORD,110.36000061035156
62,United States,Sebring,110.36000061035156
0,United States,Hoffman Estates,110.36000061035156
59,United States,Green Bay,110.36000061035156
48,United States,Bridgeview,110.36000061035156
61,United States,Fruita,110.36000061035156
59,United States,Sibley,110.36000061035156
34,Netherlands,Oldenzijl,110.24999618530273
17,France,LYON,110.22999954223633
53,United States,Herbertsville,110.22000169754028
54,United States,Eagan,110.10000228881836
38,United Kingdom,BONINGALE,109.91000366210938
0,United States,Kissimmee,109.91000366210938
61,United States,Jordan,109.6200008392334
5,Australia,GOWRIE,109.60000038146973
0,Germany,Ludwigshafen am Rhein Oggersheim,109.60000038146973
34,Netherlands,Elst,109.60000038146973
32,Netherlands,Hulsberg,109.60000038146973
40,United Kingdom,WEST CHEVINGTON,109.60000038146973
56,United States,Concord,109.60000038146973
23,Germany,Frammersbach,109.48000240325928
0,Germany,Nübel,109.44999694824219
59,United States,Secaucus,109.44999694824219
40,United Kingdom,PRISTON,109.44000244140625
65,United States,Cambridge,109.44000244140625
50,United States,Sugar Land,109.44000244140625
0,France,LILLE,109.32999801635742
0,United States,Belleville,109.18000078201294
51,United States,Chandler,109.16000366210938
64,United States,Bloomington,109.010000705719
0,United Kingdom,HEACHAM,108.97999954223633
8,Canada,Chalk River,108.9700026512146
51,United States,Sallisaw,108.81000137329102
0,Australia,COOLCHA,108.67000198364258
45,United States,Bacheshall,108.54999828338623
0,Germany,Gröbenzell,108.53999710083008
10,Canada,Lansdowne House,108.5199966430664
43,United States,Monte Rio,108.5199966430664
30,Italy,San Domino,108.43000411987305
5,Australia,Beaufort,108.42000198364258
0,United States,Piedmont,108.340003490448
49,United States,Boca Raton,108.34000015258789
48,United States,Hatboro,108.33000183105469
37,United Kingdom,ARTHOG,108.06000137329102
9,Canada,Slave Lake,108.05999946594238
55,United States,French Settlement,108.05999851226807
39,United Kingdom,LEACHKIN,107.5199966430664
53,United States,Rutherfordton,107.5199966430664
34,Netherlands,Baarn,107.50999736785889
19,Germany,Schifferstadt,107.33999705314636
56,United States,Kirkland,107.20999813079834
57,United States,Machesney Park,107.16999959945679
0,Germany,Beuren,107.16000366210938
47,United States,Dover,107.14000129699707
59,United States,Reseda,107.03999710083008
24,Germany,Nister,106.98999786376953
63,United States,Newman,106.95999717712402
64,United States,West Palm Beach,106.89999961853027
51,United States,Saint Louis,106.72000122070312
0,Australia,LAKE GEORGE,106.69000244140625
8,Canada,Birch Hills,106.69000244140625
0,Germany,Donauwörth,106.69000244140625
40,United Kingdom,SLIMBRIDGE,106.69000244140625
0,United Kingdom,HIGH KILBURN,106.69000244140625
62,United States,Okeechobee,106.69000244140625
43,United States,Menasha,106.69000244140625
5,Australia,AVENEL,106.68000030517578
21,Germany,Zorneding,106.4800033569336
32,Netherlands,Leiden,106.4800033569336
37,United Kingdom,LEDSTON,106.4800033569336
65,United States,Cypress Springs,106.4800033569336
66,United States,Garfield Heights,106.4800033569336
63,United States,Wenatchee,106.4800033569336
30,Italy,Salvirola,106.40999794006348
44,United States,Worthington,106.24000191688538
30,Italy,Vicarello,106.15999984741211
38,United Kingdom,OVER COMPTON,106.03999900817871
1,Australia,YELARBON,105.89999961853027
47,United States,Martinsville,105.84999752044678
0,Italy,Acquicella,105.7699966430664
42,United Kingdom,MARKET WARSOP,105.7699966430664
38,United Kingdom,HOWE,105.7699966430664
0,United Kingdom,STOKE GABRIEL,105.7699966430664
47,United States,Morton,105.7699966430664
64,United States,Rochelle,105.7699966430664
47,United States,Wenatchee,105.7699966430664
50,United States,Finleyville,105.7699966430664
34,Netherlands,Opheusden,105.76000213623047
42,United Kingdom,SOUTH CREAKE,105.76000213623047
39,United Kingdom,GREAT WASHBOURNE,105.76000213623047
0,United States,Oak Hill,105.76000213623047
0,Australia,ALEXANDRA HILLS,105.54000091552734
39,United Kingdom,Sunnyside,105.54000091552734
21,Germany,Hettstadt,105.51999855041504
30,Italy,Poggiardo,105.36000061035156
5,Australia,UPPER DAINTREE,105.30999755859375
27,Germany,Nister,105.30999755859375
23,Germany,Pliening,105.30999755859375
54,United States,Tulsa,105.30999755859375
63,United States,Portsmouth,105.28999710083008
43,United States,Boulder,105.1200008392334
0,France,LE BOUSCAT,104.9900016784668
37,United Kingdom,SHUTLANGER,104.8399977684021
42,United Kingdom,RINGLES CROSS,104.83999633789062
56,United States,Pontiac,104.83999633789062
0,United States,Squaw Gap,104.83999633789062
0,France,LA GARENNE-COLOMBES,104.81999588012695
51,United States,Glendale,104.81999588012695
42,United Kingdom,CROSSWELL,104.80999755859375
40,United Kingdom,FAIRWARP,104.80000305175781
61,United States,El Paso,104.70000457763672
53,United States,Chula Vista,104.68999671936035
1,Australia,NORTH MACLEAN,104.61999797821045
53,United States,Hickory Hills,104.44000005722046
57,United States,Asheville,104.27999949455261
64,United States,Chesterton,104.19999694824219
6,Australia,COMOBELLA,104.0
28,Italy,Montagna,104.0
65,United States,Fairmount,104.0
53,United States,Vista,103.98000049591064
0,United Kingdom,ATHELNEY,103.8599967956543
49,United States,Camden,103.83000040054321
39,United Kingdom,BURSTOW,103.5
45,United States,Goldsboro,103.19000244140625
33,Netherlands,Zierikzee,103.19000053405762
36,United Kingdom,BRYNGWYN,103.08000183105469
0,United Kingdom,FAWLEY,103.08000183105469
40,United Kingdom,ARTHOG,103.08000183105469
42,United Kingdom,BOXBUSH,103.08000183105469
51,United States,Evansville,103.08000183105469
65,United States,Marlin,103.08000183105469
19,Germany,Konstanz Petershausen,102.54999923706055
0,United States,Independence,102.54000282287598
0,United Kingdom,STAPLETON,101.97000122070312
0,United Kingdom,SWINDERBY,101.97000122070312
47,United States,Princeton,101.97000122070312
23,Germany,Handorf,101.95999908447266
53,United States,Iowa City,101.95999908447266
0,United States,Laingsburg,101.95999908447266
65,United States,Dana,101.95999908447266
0,United Kingdom,BALLEICH,101.87999725341797
9,Canada,Grand Centre,101.45000147819519
0,Netherlands,Alkmaar,101.42999982833862
38,United Kingdom,TULLICH MUIR,101.31000137329102
33,Netherlands,Dedemsvaart,101.1500015258789
6,Australia,THE GULF,101.14000129699707
65,United States,Vining,101.12999725341797
54,United States,La Crosse,101.1099967956543
39,United Kingdom,SEATOLLER,101.00999975204468
61,United States,Clarksdale,100.95000457763672
56,United States,Avon Park,100.95000457763672
5,Australia,CHILLINGOLLAH,100.94000244140625
0,Germany,Schwerin,100.94000244140625
23,Germany,Hausham,100.57000088691711
9,Canada,Carnarvon,100.26000213623047
0,United States,Fitchburg,100.26000213623047
0,Netherlands,Tienhoven,100.23000144958496
16,France,DÉCINES-CHARPIEU,100.22999668121338
19,Germany,Ebermannstadt,100.1200008392334
19,Germany,Hayingen,100.05999755859375
42,United Kingdom,SHIPLAKE,100.05999755859375
47,United States,Alamito,100.01000213623047
65,United States,Lake Benton,99.95999813079834
0,Germany,Neuweiler,99.54999732971191
26,Germany,Katzenbach,99.37999725341797
26,Germany,Eckelsheim,99.37999725341797
0,France,ANNECY,99.37999725341797
12,France,FONTENAY-SOUS-BOIS,99.37999725341797
33,Netherlands,Nieuw Vennep,99.37999725341797
42,United Kingdom,CRAIG-Y-NOS,99.37999725341797
66,United States,Winooski,99.37999725341797
48,United States,Goldsboro,99.3599967956543
22,Germany,Lappersdorf,99.13999938964844
0,Germany,Egestorf,99.13999938964844
47,United States,Newton,99.13999938964844
45,United States,New Orleans,99.13999938964844
50,United States,Carsonville,99.13999938964844
0,United States,Daytona Beach,99.08000183105469
24,Germany,Bollendorf,99.07999610900879
66,United States,Table Grove,99.05999755859375
36,United Kingdom,SLIMBRIDGE,98.9000015258789
39,United Kingdom,BONNYTON,98.84000205993652
1,Australia,CAPALABA BC,98.06999969482422
0,Germany,Fürstenberg,98.06999969482422
26,Germany,Altbach,98.06999969482422
0,Germany,Kaltental,98.06999969482422
15,France,ALFORTVILLE,98.06999969482422
42,United Kingdom,FENROTHER,98.06999969482422
65,United States,Freeport,98.06999969482422
61,United States,Abilene,98.06999969482422
59,United States,Buffalo Grove,98.06999969482422
45,United States,Fruita,98.06999969482422
43,United States,Machesney Park,97.95999813079834
26,Germany,Geilenkirchen,97.95999717712402
37,United Kingdom,BROMSASH,97.8599967956543
44,United States,Byron Center,97.8599967956543
56,United States,Port Orange,97.8599967956543
39,United Kingdom,FOULBOG,97.83999633789062
9,Canada,Hardisty,97.77999973297119
19,Germany,Berlin Neukölln,97.77000188827515
65,United States,Fremont,97.76999711990356
40,United Kingdom,NORTH BERWICK,97.45999908447266
0,Germany,Taufkirchen,97.44999885559082
39,United Kingdom,KEIL,97.43000411987305
36,United Kingdom,TREGURRIAN,97.33999967575073
4,Australia,DINGO FOREST,97.09000015258789
16,France,VERTOU,97.05000019073486
44,United States,Warminster,97.04000091552734
39,United Kingdom,MILTON ON STOUR,96.98999881744385
65,United States,Peoria,96.89999985694885
0,Australia,FARINA,96.8900032043457
10,Canada,Innerkip,96.86000061035156
0,United Kingdom,LANGFORD,96.86000061035156
0,Australia,GLENISLA,96.8199987411499
0,France,GAGNY,96.75
0,United States,Bennington,96.75
59,United States,Newtown,96.62000036239624
55,United States,Carrollton,96.56999969482422
0,United Kingdom,AUCHENCROW,96.32999610900879
6,Australia,WITHERS,96.08000183105469
29,Italy,Villastellone,96.08000183105469
28,Italy,BomPietro,96.08000183105469
36,United Kingdom,BRANSGORE,96.08000183105469
41,United Kingdom,Willoughby,96.08000183105469
0,United Kingdom,KINLOCH LAGGAN,96.08000183105469
54,United States,West Nyack,96.08000183105469
61,United States,Batesville,96.08000183105469
56,United States,Poughkeepsie,96.08000183105469
64,United States,New Orleans,96.08000183105469
49,United States,Fayetteville,96.08000183105469
50,United States,De Bary,96.08000183105469
0,Germany,Schönau,96.07999801635742
39,United Kingdom,EVERTON,95.84999942779541
64,United States,Mechanicsburg,95.8499984741211
36,United Kingdom,LITTLEWORTH,95.81000137329102
24,Germany,Aschheim,95.6500015258789
39,United Kingdom,DALCHORK,95.6500015258789
61,United States,Hyannis,95.6500015258789
59,United States,Cleveland,95.28000116348267
64,United States,Pennsville,95.13000297546387
42,United Kingdom,HOLLAND-ON-SEA,95.04000091552734
0,United Kingdom,Willoughby,94.9600019454956
0,United Kingdom,NEW WINTON,94.80000114440918
55,United States,Tucson,94.50000190734863
0,United Kingdom,CANON FROME,94.25
27,Germany,Forst,94.10000038146973
65,United States,Coahoma,93.79999685287476
20,Germany,Celle,93.7700023651123
56,United States,Stigler,93.54000091552734
38,United Kingdom,FIELD HEAD,93.29999899864197
49,United States,French Settlement,93.24999809265137
50,United States,Lockport,93.24999809265137
59,United States,Elk Grove Village,93.15000009536743
63,United States,Carsonville,92.77999877929688
10,Canada,Beeton,92.71999716758728
39,United Kingdom,DRYHOPE,92.67999744415283
55,United States,Lima,92.52999877929688
0,United Kingdom,INNELLAN,92.47000122070312
43,United States,Ocean Park,92.40999937057495
0,United States,Stewardson,92.39999771118164
0,France,FRANCONVILLE-LA-GARENNE,91.97000122070312
37,United Kingdom,LATCHLEY,91.97000122070312
0,United Kingdom,KILLIEHUNTLY,91.97000122070312
50,United States,Miltonvale,91.97000122070312
51,United States,Blue Earth,91.97000122070312
57,United States,Grand Prairie,91.97000122070312
53,United States,Wisconsin Rapids,91.97000122070312
1,Australia,WAMBERAL,91.95999908447266
0,United Kingdom,MAESYCRUGIAU,91.95999908447266
0,United States,Oxford,91.95999908447266
53,United States,Weehawken,91.95999908447266
55,United States,New Orleans,91.95999908447266
51,United States,Bickleton,91.95999908447266
56,United States,Newburg,91.95999908447266
5,Australia,MOUNT CLEAR,91.94999694824219
42,United Kingdom,BRIXWORTH,91.94999694824219
0,United States,Fort Jennings,91.94999694824219
66,United States,Miami,91.94999694824219
66,United States,Quilcene,91.93000030517578
0,United States,Baker City,91.93000030517578
5,Australia,BOORAL,91.77999877929688
37,United Kingdom,EDVIN LOACH,91.7699966430664
8,Canada,St Gregoire De Nicolet,91.73999977111816
27,Germany,Dalberg,91.73999977111816
5,Australia,KURRACA,91.66000366210938
37,United Kingdom,MORDEN HALL PARK,91.66000366210938
