Productkey,Currency code,Quantity_Sold,Revenue
1675,EUR,67,461.6299910545349
1475,AUD,2,460.0
2370,CAD,1,459.989990234375
2363,EUR,1,459.989990234375
2391,EUR,1,459.989990234375
2398,GBP,1,459.989990234375
2391,USD,1,459.989990234375
2305,AUD,2,459.9800109863281
2265,AUD,2,459.9800109863281
2233,CAD,2,459.9800109863281
2265,CAD,2,459.9800109863281
2249,CAD,2,459.9800109863281
2345,EUR,2,459.9800109863281
2289,GBP,2,459.9800109863281
2257,USD,2,459.9800109863281
2225,USD,2,459.9800109863281
1348,USD,20,459.7999954223633
557,AUD,1,459.0
557,GBP,1,459.0
863,EUR,9,458.9100151062012
1364,EUR,17,458.8299961090088
615,AUD,2,458.0
579,GBP,2,458.0
603,GBP,2,458.0
1635,GBP,20,457.79998779296875
903,CAD,6,455.9399871826172
1733,GBP,20,455.8000183105469
74,CAD,12,455.40000915527344
75,CAD,12,455.40000915527344
1699,EUR,66,454.0800075531006
1297,EUR,18,450.0
502,GBP,5,450.0
885,GBP,3,450.0
1328,GBP,9,449.9100151062012
46,AUD,3,449.84999084472656
2491,CAD,18,449.81999588012695
2492,GBP,18,449.81999588012695
1266,GBP,9,449.6399917602539
173,AUD,5,449.50000762939453
173,CAD,5,449.50000762939453
1676,EUR,50,449.4999885559082
800,EUR,15,449.2500114440918
1722,CAD,8,448.0
1805,CAD,14,448.0
1811,EUR,14,448.0
1743,GBP,16,448.0
1821,GBP,14,448.0
1757,AUD,8,447.20001220703125
734,AUD,3,447.0
686,GBP,3,447.0
79,AUD,11,446.049991607666
2142,AUD,1,445.0
1752,AUD,5,445.0
2154,CAD,1,445.0
2142,EUR,1,445.0
2172,EUR,1,445.0
2124,EUR,1,445.0
1753,GBP,5,445.0
2178,GBP,1,445.0
2142,GBP,1,445.0
2130,GBP,1,445.0
1694,EUR,50,444.0000057220459
988,EUR,3,444.0
1002,GBP,3,444.0
2416,CAD,6,443.9399871826172
1769,AUD,13,442.0
1767,EUR,13,442.0
900,CAD,10,440.0
933,EUR,8,440.0
933,USD,8,440.0
1603,AUD,4,439.9599914550781
2375,GBP,4,439.9599914550781
2361,USD,4,439.9599914550781
2389,USD,4,439.9599914550781
2424,USD,11,439.89001846313477
1373,USD,31,439.8899869918823
1336,EUR,10,438.10001373291016
1402,EUR,10,438.10001373291016
300,AUD,2,438.0
1129,EUR,1,436.20001220703125
1137,GBP,1,436.20001220703125
1109,GBP,1,436.20001220703125
1750,AUD,4,436.0
1750,CAD,4,436.0
1746,CAD,4,436.0
647,EUR,5,435.0
676,EUR,5,435.0
676,GBP,5,435.0
676,USD,5,435.0
1635,AUD,19,434.9099884033203
1732,AUD,6,434.6999816894531
1197,GBP,1,432.0
2461,EUR,2,431.239990234375
2460,EUR,2,431.239990234375
2461,USD,2,431.239990234375
1583,CAD,31,430.59001064300537
1638,GBP,31,430.59001064300537
1641,CAD,34,430.4399948120117
125,AUD,3,430.1999816894531
1793,AUD,10,430.0
1795,AUD,10,430.0
1793,CAD,10,430.0
1789,EUR,10,430.0
1786,EUR,10,430.0
2350,AUD,1,429.989990234375
2392,CAD,1,429.989990234375
2350,CAD,1,429.989990234375
2357,EUR,1,429.989990234375
2371,EUR,1,429.989990234375
2364,EUR,1,429.989990234375
2378,GBP,1,429.989990234375
1634,GBP,43,429.56999015808105
244,USD,1,429.0
1366,EUR,13,428.87002182006836
1576,CAD,33,428.6699924468994
1383,USD,33,428.6699924468994
1068,AUD,1,427.0
1068,EUR,1,427.0
1072,GBP,1,427.0
1370,AUD,9,426.95998764038086
2501,CAD,18,426.95998764038086
2499,CAD,18,426.95998764038086
1337,GBP,9,426.95998764038086
1296,EUR,17,425.0
1297,GBP,17,425.0
835,CAD,8,423.20001220703125
1327,GBP,9,422.9100151062012
1148,AUD,1,422.0
1196,CAD,1,422.0
1196,EUR,1,422.0
1708,CAD,6,420.7799835205078
1669,EUR,61,420.28999185562134
1736,AUD,15,420.0
1742,EUR,15,420.0
2076,AUD,3,419.9700164794922
2082,AUD,3,419.9700164794922
2040,AUD,3,419.9700164794922
2046,EUR,3,419.9700164794922
2028,GBP,3,419.9700164794922
2016,GBP,3,419.9700164794922
1265,EUR,6,419.9399871826172
1263,EUR,6,419.9399871826172
1251,CAD,7,419.9300117492676
941,USD,10,419.90001678466797
2452,EUR,14,419.8599967956543
1705,EUR,61,419.680006980896
858,USD,14,419.30001068115234
872,USD,20,419.1999816894531
793,USD,15,418.4999942779541
645,AUD,2,418.0
645,CAD,2,418.0
674,CAD,2,418.0
658,CAD,2,418.0
645,EUR,2,418.0
897,EUR,10,417.2999954223633
1274,CAD,8,417.0400085449219
1275,CAD,8,417.0400085449219
481,AUD,3,417.0
632,AUD,3,417.0
534,CAD,3,417.0
495,CAD,3,417.0
597,EUR,3,417.0
509,EUR,3,417.0
549,EUR,3,417.0
1474,CAD,2,416.0
1494,CAD,2,416.0
1504,CAD,2,416.0
1822,EUR,13,416.0
1823,GBP,13,416.0
486,GBP,6,414.0
1381,GBP,18,413.81999588012695
473,GBP,7,413.0
1151,AUD,1,410.0
1151,CAD,1,410.0
7,EUR,19,409.82999420166016
5,USD,19,409.82999420166016
1762,GBP,13,408.0699920654297
1306,AUD,6,408.0
742,AUD,4,408.0
665,AUD,4,408.0
653,CAD,3,408.0
653,GBP,3,408.0
2323,CAD,4,407.9599914550781
2227,GBP,4,407.9599914550781
2259,USD,4,407.9599914550781
865,GBP,8,407.9200134277344
928,USD,12,407.88002014160156
929,USD,12,407.88002014160156
776,EUR,17,406.29999351501465
1644,AUD,7,405.16000747680664
2436,EUR,9,404.9100151062012
22,AUD,3,402.0
21,CAD,3,402.0
1015,AUD,2,400.0
131,CAD,2,400.0
973,CAD,2,400.0
1001,CAD,2,400.0
887,EUR,8,400.0
2486,GBP,1,400.0
2486,USD,1,400.0
2365,EUR,1,399.989990234375
2351,EUR,1,399.989990234375
2386,GBP,1,399.989990234375
2400,USD,1,399.989990234375
2379,USD,1,399.989990234375
2050,AUD,2,399.9800109863281
2014,AUD,2,399.9800109863281
2008,CAD,2,399.9800109863281
2080,CAD,2,399.9800109863281
2374,EUR,2,399.9800109863281
2367,EUR,2,399.9800109863281
2002,EUR,2,399.9800109863281
2074,GBP,2,399.9800109863281
2388,GBP,2,399.9800109863281
2402,USD,2,399.9800109863281
2065,AUD,4,399.9599914550781
1999,CAD,4,399.9599914550781
1987,CAD,4,399.9599914550781
2041,EUR,4,399.9599914550781
1247,AUD,8,399.9200134277344
2491,GBP,16,399.8399963378906
1254,EUR,20,399.7999954223633
28,CAD,2,399.79998779296875
2204,CAD,5,399.74998474121094
2284,EUR,5,399.74998474121094
2236,EUR,5,399.74998474121094
2276,GBP,5,399.74998474121094
1269,AUD,8,399.67999267578125
1269,CAD,8,399.67999267578125
2504,EUR,40,399.59999084472656
744,USD,10,399.00001525878906
350,AUD,1,399.0
350,EUR,1,399.0
261,EUR,1,399.0
248,GBP,1,399.0
248,USD,1,399.0
1534,AUD,1,398.0
275,EUR,2,398.0
536,AUD,4,396.0
998,CAD,2,396.0
1040,CAD,2,396.0
191,CAD,6,396.0
536,CAD,4,396.0
970,CAD,2,396.0
939,EUR,4,396.0
938,EUR,4,396.0
1042,EUR,2,396.0
1042,GBP,2,396.0
538,GBP,4,396.0
499,GBP,4,396.0
956,USD,2,396.0
1367,EUR,11,395.89001846313477
1323,EUR,11,395.89001846313477
1355,USD,12,395.88002014160156
934,USD,5,395.0
983,AUD,2,393.79998779296875
983,EUR,2,393.79998779296875
1025,GBP,2,393.79998779296875
1039,GBP,2,393.79998779296875
2506,USD,83,393.4199810028076
1586,GBP,31,392.4599952697754
1726,AUD,7,392.0
488,AUD,8,392.0
1737,CAD,14,392.0
728,EUR,2,392.0
670,EUR,2,392.0
748,USD,29,391.5
1696,CAD,23,390.7699947357178
1694,CAD,44,390.7200050354004
1908,CAD,3,389.9700164794922
1920,CAD,3,389.9700164794922
1914,EUR,3,389.9700164794922
1938,EUR,3,389.9700164794922
1944,GBP,3,389.9700164794922
1902,USD,3,389.9700164794922
1289,CAD,5,389.94998931884766
1357,EUR,10,389.90001678466797
2197,USD,13,389.86999702453613
2454,USD,13,389.86999702453613
1,USD,30,389.6999931335449
187,CAD,3,389.6999816894531
2163,EUR,3,389.6999816894531
2133,GBP,3,389.6999816894531
2157,USD,3,389.6999816894531
2495,EUR,39,389.6099910736084
1349,USD,39,389.6099910736084
858,EUR,13,389.3500099182129
1549,GBP,1,389.0
819,USD,13,388.69999504089355
754,USD,13,388.69999504089355
812,USD,30,388.4999942779541
1672,GBP,23,388.46998596191406
14,GBP,5,388.4000015258789
1000,AUD,3,387.0
857,AUD,3,387.0
854,AUD,3,387.0
1785,CAD,9,387.0
512,CAD,3,387.0
181,CAD,3,387.0
526,CAD,3,387.0
958,CAD,3,387.0
712,CAD,3,387.0
854,EUR,3,387.0
986,GBP,3,387.0
1776,GBP,9,387.0
857,GBP,3,387.0
654,GBP,3,387.0
932,GBP,7,385.0
1821,CAD,12,384.0
1803,EUR,12,384.0
1805,GBP,12,384.0
1820,GBP,12,384.0
2507,USD,81,383.9399814605713
349,GBP,1,383.0
376,AUD,1,382.95001220703125
392,AUD,1,382.95001220703125
398,CAD,1,382.95001220703125
790,USD,15,382.5
360,AUD,1,380.0
696,AUD,2,380.0
725,CAD,2,380.0
620,CAD,2,380.0
2078,AUD,4,379.9599914550781
2030,EUR,4,379.9599914550781
2042,EUR,4,379.9599914550781
2066,GBP,4,379.9599914550781
2496,EUR,38,379.61999130249023
2432,USD,13,378.1700019836426
1320,EUR,14,377.8599967956543
1331,GBP,14,377.8599967956543
1364,GBP,14,377.8599967956543
1317,USD,29,376.70999336242676
990,AUD,2,376.0
1243,CAD,2,376.0
990,CAD,2,376.0
1004,CAD,2,376.0
990,EUR,2,376.0
976,EUR,2,376.0
1243,EUR,2,376.0
698,GBP,2,376.0
1360,EUR,8,375.9200134277344
1281,GBP,25,374.7499942779541
1764,AUD,8,374.3999938964844
927,GBP,11,373.89001846313477
1024,GBP,2,373.79998779296875
826,USD,22,371.799991607666
2417,EUR,5,369.94998931884766
322,AUD,1,369.0
1008,CAD,2,369.0
1022,CAD,2,369.0
307,EUR,1,369.0
952,GBP,2,369.0
359,AUD,1,368.0
359,GBP,1,368.0
1636,CAD,29,367.1399955749512
1761,EUR,5,366.9499969482422
1292,AUD,1,366.54998779296875
1290,CAD,1,366.54998779296875
1292,CAD,1,366.54998779296875
1585,AUD,16,366.239990234375
78,AUD,9,364.9499931335449
80,AUD,9,364.9499931335449
649,CAD,4,364.0
1738,GBP,13,364.0
1322,AUD,11,362.89001846313477
1371,EUR,11,362.89001846313477
1338,GBP,11,362.89001846313477
1388,GBP,11,362.89001846313477
757,GBP,13,362.69999504089355
2427,USD,11,361.7899932861328
1633,AUD,26,361.1400089263916
1593,CAD,26,361.1400089263916
516,AUD,4,360.0
2466,USD,12,360.0
2045,AUD,2,359.9800109863281
2081,CAD,2,359.9800109863281
1985,CAD,2,359.9800109863281
120,CAD,3,359.9699935913086
121,CAD,3,359.9699935913086
2210,GBP,3,359.9699935913086
2194,GBP,3,359.9699935913086
2258,USD,3,359.9699935913086
2226,USD,3,359.9699935913086
1251,AUD,6,359.9400100708008
9,AUD,6,359.9400100708008
10,CAD,6,359.9400100708008
1252,GBP,6,359.9400100708008
2423,EUR,9,359.9100151062012
1391,GBP,9,359.9100151062012
1278,EUR,24,359.75999450683594
66,CAD,14,359.66000747680664
861,USD,12,359.40000915527344
754,CAD,12,358.7999954223633
524,AUD,2,358.0
524,CAD,2,358.0
1087,CAD,1,358.0
915,CAD,2,358.0
918,CAD,2,358.0
535,GBP,2,358.0
1107,GBP,1,358.0
1103,USD,1,358.0
833,USD,20,357.99999237060547
166,AUD,3,357.0
169,AUD,3,357.0
755,EUR,14,357.0
1329,EUR,21,356.78999519348145
1384,USD,21,356.78999519348145
1244,AUD,2,356.0
659,EUR,3,354.0
717,EUR,3,354.0
736,EUR,3,354.0
1378,EUR,16,352.0
1810,EUR,11,352.0
1815,EUR,11,352.0
1816,GBP,11,352.0
1801,GBP,11,352.0
1800,GBP,11,352.0
1324,AUD,9,350.9100151062012
1320,USD,13,350.86999702453613
1713,EUR,5,350.64998626708984
1369,AUD,8,350.4800109863281
1369,CAD,8,350.4800109863281
2480,EUR,1,350.0
887,GBP,7,350.0
889,USD,7,350.0
133,CAD,1,349.95001220703125
1265,CAD,5,349.94998931884766
866,GBP,5,349.94998931884766
2492,CAD,14,349.8599967956543
1584,EUR,35,349.64999198913574
1584,GBP,35,349.64999198913574
1704,EUR,50,349.4999885559082
647,CAD,4,348.0
1354,CAD,12,347.87999725341797
500,AUD,5,345.0
167,CAD,5,345.0
180,CAD,5,345.0
1379,EUR,15,345.0
1379,GBP,15,345.0
1385,GBP,15,344.84999656677246
2489,GBP,23,344.7699947357178
1781,CAD,8,344.0
1792,CAD,8,344.0
1779,EUR,8,344.0
1781,GBP,8,344.0
1793,GBP,8,344.0
1630,AUD,15,343.34999084472656
1595,AUD,15,343.34999084472656
1640,CAD,15,343.34999084472656
846,USD,22,343.200008392334
1102,AUD,1,343.0
1102,CAD,1,343.0
74,AUD,9,341.5500068664551
177,CAD,6,341.40000915527344
1376,AUD,11,341.0
1306,CAD,5,340.0
1165,GBP,2,340.0
1767,GBP,10,340.0
117,CAD,2,339.9800109863281
247,EUR,1,339.0
2247,EUR,1,339.0
286,GBP,1,339.0
2255,GBP,1,339.0
2199,USD,1,339.0
2207,USD,1,339.0
2335,USD,1,339.0
672,AUD,2,338.0
1051,CAD,1,338.0
1055,CAD,1,338.0
1047,GBP,1,338.0
701,GBP,2,338.0
1576,GBP,26,337.73999404907227
1375,AUD,8,336.0
1245,AUD,2,336.0
1342,EUR,8,336.0
1726,GBP,6,336.0
757,USD,12,334.7999954223633
1114,CAD,1,334.0
1114,GBP,1,334.0
1701,EUR,67,333.6600012779236
2511,USD,82,332.91999530792236
1260,GBP,9,332.9100151062012
1337,AUD,7,332.0799903869629
2413,USD,9,331.4700164794922
1663,EUR,48,330.7199935913086
1031,AUD,2,330.0
178,CAD,5,330.0
1345,GBP,15,330.0
1031,GBP,2,330.0
357,GBP,1,330.0
2389,AUD,3,329.9699935913086
2403,USD,3,329.9699935913086
1355,EUR,10,329.90001678466797
2475,USD,11,329.8899974822998
19,AUD,3,329.84999084472656
19,GBP,3,329.84999084472656
16,GBP,3,329.84999084472656
267,EUR,1,329.0
1360,AUD,7,328.9300117492676
791,CAD,11,328.899995803833
819,EUR,11,328.899995803833
1704,CAD,47,328.5299892425537
1115,AUD,1,328.0
1131,GBP,1,328.0
1135,GBP,1,328.0
1748,AUD,3,327.0
562,CAD,3,327.0
1747,CAD,3,327.0
550,GBP,3,327.0
562,GBP,3,327.0
666,AUD,2,326.0
401,AUD,1,326.0
2167,CAD,2,326.0
724,CAD,2,326.0
666,EUR,2,326.0
2179,EUR,2,326.0
2143,GBP,2,326.0
401,GBP,1,326.0
2179,USD,2,326.0
882,USD,25,325.0
1285,USD,13,324.86999702453613
1755,AUD,5,324.50000762939453
1356,CAD,9,323.9100151062012
1695,USD,65,323.7000012397766
845,USD,12,322.7999954223633
1106,AUD,1,322.0
2516,USD,96,321.59999084472656
1698,EUR,46,321.53998947143555
1335,GBP,8,321.5199890136719
1678,GBP,19,320.9099884033203
1822,AUD,10,320.0
1819,AUD,10,320.0
713,AUD,2,320.0
684,AUD,2,320.0
1802,CAD,10,320.0
1811,CAD,10,320.0
1815,GBP,10,320.0
1811,GBP,10,320.0
1804,GBP,10,320.0
1809,GBP,10,320.0
1344,USD,20,320.0
2434,USD,11,319.9900016784668
1259,AUD,8,319.9200134277344
1325,CAD,8,319.9200134277344
1258,EUR,8,319.9200134277344
2260,EUR,4,319.79998779296875
2502,EUR,32,319.67999267578125
1628,GBP,23,319.47000789642334
1728,AUD,4,319.20001220703125
1728,CAD,4,319.20001220703125
1134,AUD,1,319.0
1130,CAD,1,319.0
1321,USD,11,318.8899974822998
671,AUD,2,318.0
689,EUR,2,318.0
806,USD,20,317.99999237060547
805,EUR,6,317.40000915527344
1675,GBP,46,316.9399938583374
677,AUD,4,316.0
702,CAD,4,316.0
685,CAD,2,316.0
935,CAD,4,316.0
936,EUR,4,316.0
2489,CAD,21,314.78999519348145
1682,GBP,35,314.64999198913574
1668,EUR,45,314.5499897003174
1074,AUD,1,312.0
1046,AUD,1,312.0
650,CAD,4,312.0
1050,EUR,1,312.0
1050,GBP,1,312.0
650,GBP,4,312.0
1287,AUD,4,311.9599914550781
1730,AUD,4,310.7200012207031
12,GBP,4,310.7200012207031
1521,AUD,1,310.0
2471,USD,10,309.89999771118164
1584,CAD,31,309.6899929046631
66,GBP,12,308.2800064086914
1738,EUR,11,308.0
902,GBP,7,308.0
902,USD,7,308.0
1402,CAD,7,306.6700096130371
1768,AUD,9,306.0
1772,CAD,9,306.0
909,CAD,3,306.0
907,EUR,3,306.0
909,GBP,3,306.0
755,USD,12,306.0
2235,GBP,3,305.9699935913086
2275,USD,3,305.9699935913086
2347,USD,3,305.9699935913086
1351,USD,18,305.81999588012695
1272,USD,44,305.799991607666
777,USD,22,305.799991607666
1670,GBP,34,305.6599922180176
1633,GBP,22,305.5800075531006
1620,AUD,5,304.950008392334
1575,AUD,5,304.950008392334
1082,GBP,1,304.0
771,USD,19,302.0999927520752
4,GBP,14,301.97999572753906
1700,CAD,34,301.9200038909912
1778,AUD,7,301.0
1791,AUD,7,301.0
1782,CAD,7,301.0
1795,CAD,7,301.0
1795,GBP,7,301.0
1662,EUR,43,300.56999015808105
1460,AUD,1,300.0
883,EUR,2,300.0
889,EUR,6,300.0
884,GBP,2,300.0
2464,USD,10,300.0
1906,AUD,1,299.989990234375
2352,AUD,1,299.989990234375
2373,AUD,1,299.989990234375
1978,CAD,1,299.989990234375
1966,CAD,1,299.989990234375
1942,CAD,1,299.989990234375
1942,EUR,1,299.989990234375
1948,USD,1,299.989990234375
83,AUD,3,299.9699935913086
2017,CAD,3,299.9699935913086
2053,EUR,3,299.9699935913086
2023,GBP,3,299.9699935913086
1999,GBP,3,299.9699935913086
891,AUD,5,299.950008392334
11,GBP,5,299.950008392334
2285,AUD,10,299.89999771118164
2474,CAD,10,299.89999771118164
2341,USD,10,299.89999771118164
2453,USD,10,299.89999771118164
1282,CAD,12,299.87999725341797
1279,CAD,20,299.7999954223633
1267,AUD,6,299.75999450683594
1268,EUR,6,299.75999450683594
859,EUR,10,299.50000762939453
745,EUR,15,299.2500114440918
1763,AUD,3,299.25
1413,AUD,1,299.0
253,CAD,1,299.0
594,CAD,1,299.0
570,CAD,1,299.0
1533,CAD,1,299.0
294,EUR,1,299.0
326,GBP,1,299.0
1541,GBP,1,299.0
240,GBP,1,299.0
766,USD,15,298.4999942779541
1536,AUD,1,298.0
1554,CAD,1,298.0
657,CAD,2,298.0
2132,CAD,2,298.0
657,GBP,2,298.0
769,USD,13,297.69999504089355
485,AUD,3,297.0
483,CAD,3,297.0
184,CAD,3,297.0
1661,EUR,54,297.0
527,GBP,3,297.0
1399,CAD,9,296.9100151062012
1397,AUD,11,296.8899974822998
2418,GBP,4,295.9599914550781
2416,USD,4,295.9599914550781
473,AUD,5,295.0
2413,GBP,8,294.6400146484375
2415,USD,8,294.6400146484375
774,USD,19,294.5
668,CAD,2,294.0
697,EUR,2,294.0
1375,GBP,7,294.0
943,EUR,7,293.9300117492676
871,USD,14,293.4399871826172
1463,AUD,1,293.0
897,GBP,7,292.1099967956543
1636,AUD,23,291.1799964904785
964,GBP,1,290.0
1387,AUD,10,289.89999771118164
1332,CAD,10,289.89999771118164
1731,AUD,4,289.79998779296875
1639,CAD,29,289.70999336242676
1446,AUD,1,289.0
1362,EUR,17,288.8299961090088
1702,GBP,17,288.8299961090088
2517,USD,86,288.0999917984009
1800,AUD,9,288.0
1813,AUD,9,288.0
1824,CAD,9,288.0
1818,GBP,9,288.0
1819,GBP,9,288.0
36,AUD,3,287.84999084472656
36,GBP,3,287.84999084472656
1587,CAD,16,287.8399963378906
912,USD,3,287.7000045776367
2419,USD,11,285.8899974822998
1303,GBP,3,285.0
2066,CAD,3,284.9699935913086
2024,CAD,3,284.9699935913086
2024,EUR,3,284.9699935913086
1988,GBP,3,284.9699935913086
1994,GBP,3,284.9699935913086
2488,GBP,19,284.8099956512451
1403,GBP,6,284.6399917602539
1683,EUR,57,284.42998695373535
1706,GBP,32,284.1600036621094
1360,GBP,6,281.9400100708008
993,CAD,1,281.0
951,CAD,1,281.0
1021,GBP,1,281.0
847,USD,18,280.8000068664551
1713,CAD,4,280.5199890136719
1707,EUR,4,280.5199890136719
1716,GBP,4,280.5199890136719
749,USD,17,280.5
1726,CAD,5,280.0
1734,CAD,10,280.0
1724,GBP,5,280.0
1967,AUD,1,279.989990234375
1925,CAD,1,279.989990234375
1949,EUR,1,279.989990234375
1901,EUR,1,279.989990234375
1925,EUR,1,279.989990234375
1949,GBP,1,279.989990234375
2022,AUD,2,279.9800109863281
2004,AUD,2,279.9800109863281
2040,CAD,2,279.9800109863281
2004,CAD,2,279.9800109863281
2028,CAD,2,279.9800109863281
2082,CAD,2,279.9800109863281
1998,EUR,2,279.9800109863281
2052,EUR,2,279.9800109863281
2040,EUR,2,279.9800109863281
2058,EUR,2,279.9800109863281
869,AUD,4,279.9599914550781
868,CAD,4,279.9599914550781
869,EUR,4,279.9599914550781
1264,EUR,4,279.9599914550781
867,EUR,4,279.9599914550781
1258,AUD,7,279.9300117492676
2424,EUR,7,279.9300117492676
1257,EUR,7,279.9300117492676
2423,USD,7,279.9300117492676
840,CAD,7,279.30001068115234
810,EUR,14,279.30001068115234
780,USD,14,279.30001068115234
809,USD,7,279.30001068115234
522,AUD,1,279.0
533,AUD,1,279.0
822,EUR,10,278.99999618530273
823,USD,10,278.99999618530273
1664,EUR,31,278.6899929046631
1591,CAD,22,278.5199966430664
467,EUR,2,278.0
1273,USD,40,277.99999237060547
2494,USD,94,276.36000537872314
167,AUD,4,276.0
472,CAD,4,276.0
514,CAD,4,276.0
3,GBP,19,275.88000869750977
1663,GBP,40,275.5999946594238
932,EUR,5,275.0
834,USD,12,274.7999954223633
1590,AUD,12,274.67999267578125
1695,EUR,55,273.90000104904175
837,USD,23,273.6999912261963
1347,CAD,13,273.0
649,GBP,3,273.0
879,USD,21,273.0
1621,CAD,21,272.78999519348145
730,AUD,2,272.0
1769,CAD,8,272.0
1767,CAD,8,272.0
682,CAD,2,272.0
730,CAD,2,272.0
778,USD,21,271.94999599456787
930,CAD,8,271.9200134277344
2515,USD,81,271.34999227523804
1678,AUD,16,270.239990234375
1766,AUD,5,270.0
502,CAD,3,270.0
1766,GBP,5,270.0
783,USD,20,270.0
2438,USD,6,269.9400100708008
2205,CAD,9,269.9099979400635
2245,GBP,9,269.9099979400635
1320,GBP,10,269.89999771118164
1397,GBP,10,269.89999771118164
228,USD,1,269.8999938964844
1278,USD,18,269.81999588012695
2504,GBP,27,269.72999382019043
800,USD,9,269.5500068664551
1673,EUR,49,269.5
1697,EUR,50,269.4999933242798
821,GBP,9,269.09999656677246
821,USD,9,269.09999656677246
1503,AUD,1,269.0
297,CAD,1,269.0
1493,EUR,1,269.0
297,GBP,1,269.0
843,CAD,10,268.99999618530273
844,USD,10,268.99999618530273
1669,GBP,39,268.70999479293823
2312,CAD,1,268.5
2248,EUR,1,268.5
2208,EUR,1,268.5
2272,USD,1,268.5
2192,USD,1,268.5
2336,USD,1,268.5
1535,CAD,1,268.0
963,CAD,1,268.0
1563,GBP,1,268.0
22,GBP,2,268.0
2510,USD,66,267.9599962234497
1752,CAD,3,267.0
1754,CAD,3,267.0
1753,CAD,3,267.0
1596,AUD,21,265.8599967956543
1366,GBP,8,263.9200134277344
1588,AUD,19,263.9100065231323
1628,CAD,19,263.9100065231323
2510,EUR,65,263.89999628067017
2428,GBP,8,263.1199951171875
2429,USD,8,263.1199951171875
828,EUR,11,262.899995803833
1402,AUD,6,262.8600082397461
647,AUD,3,261.0
647,GBP,3,261.0
1321,AUD,9,260.9099979400635
1398,EUR,9,260.9099979400635
1398,GBP,9,260.9099979400635
1387,GBP,9,260.9099979400635
2506,EUR,55,260.699987411499
1932,AUD,2,259.9800109863281
1902,CAD,2,259.9800109863281
1902,EUR,2,259.9800109863281
1962,EUR,2,259.9800109863281
1950,GBP,2,259.9800109863281
1956,GBP,2,259.9800109863281
2421,USD,10,259.89999771118164
874,CAD,2,259.8999938964844
875,CAD,2,259.8999938964844
878,EUR,2,259.8999938964844
874,USD,2,259.8999938964844
1,EUR,20,259.7999954223633
2151,AUD,2,259.79998779296875
2163,AUD,2,259.79998779296875
2133,AUD,2,259.79998779296875
2151,EUR,2,259.79998779296875
2151,GBP,2,259.79998779296875
479,EUR,1,259.0
328,EUR,1,259.0
312,EUR,1,259.0
1260,CAD,7,258.9300117492676
7,AUD,12,258.8399963378906
7,CAD,12,258.8399963378906
1680,EUR,37,258.62999153137207
1779,AUD,6,258.0
1510,AUD,2,258.0
1470,AUD,2,258.0
1014,AUD,2,258.0
654,AUD,2,258.0
1788,CAD,6,258.0
972,CAD,2,258.0
1786,CAD,6,258.0
855,CAD,2,258.0
1028,CAD,2,258.0
857,EUR,2,258.0
972,EUR,2,258.0
1785,EUR,6,258.0
944,EUR,2,258.0
855,EUR,2,258.0
1796,GBP,6,258.0
855,GBP,2,258.0
1786,GBP,6,258.0
1000,GBP,2,258.0
1775,GBP,6,258.0
2104,AUD,1,257.5
67,CAD,10,256.9000053405762
1459,AUD,1,256.0
1812,CAD,8,256.0
29,AUD,1,255.0
33,CAD,1,255.0
863,USD,5,254.95000839233398
1690,GBP,15,254.84999656677246
2448,USD,17,254.8299961090088
189,AUD,2,253.8000030517578
1641,AUD,20,253.1999969482422
1667,EUR,46,253.0
1319,AUD,11,252.8899974822998
1363,CAD,11,252.8899974822998
1308,AUD,9,252.0
1737,AUD,9,252.0
1308,CAD,9,252.0
1744,EUR,9,252.0
1744,GBP,9,252.0
1311,GBP,9,252.0
1309,GBP,9,252.0
941,EUR,6,251.94001007080078
758,EUR,9,251.09999656677246
630,AUD,1,251.0
760,GBP,18,250.19999313354492
890,GBP,5,250.0
1298,GBP,10,250.0
1282,GBP,10,249.89999771118164
1268,AUD,5,249.79999542236328
2502,CAD,25,249.7499942779541
2505,EUR,25,249.7499942779541
1700,GBP,28,248.6400032043457
1675,CAD,36,248.03999519348145
692,AUD,1,248.0
663,CAD,1,248.0
692,EUR,1,248.0
2471,EUR,8,247.9199981689453
784,EUR,15,247.5
746,USD,15,247.5
882,GBP,19,247.0
808,EUR,19,246.0499963760376
1686,CAD,35,244.64999198913574
1271,USD,35,243.24999332427979
1320,CAD,9,242.90999794006348
1397,EUR,9,242.90999794006348
1386,GBP,9,242.90999794006348
710,CAD,2,242.0
729,CAD,2,242.0
1335,EUR,6,241.1399917602539
1368,EUR,6,241.1399917602539
1693,EUR,35,240.80000400543213
2465,EUR,8,240.0
2464,EUR,8,240.0
2466,GBP,8,240.0
2463,GBP,8,240.0
2202,EUR,2,239.97999572753906
2338,USD,2,239.97999572753906
1358,AUD,6,239.94001007080078
1358,CAD,6,239.94001007080078
2473,GBP,8,239.9199981689453
1253,GBP,12,239.87999725341797
2324,EUR,3,239.84999084472656
2340,GBP,3,239.84999084472656
2236,USD,3,239.84999084472656
2284,USD,3,239.84999084472656
765,USD,8,239.60000610351562
819,AUD,8,239.1999969482422
819,GBP,8,239.1999969482422
1492,AUD,1,239.0
179,AUD,2,238.0
1770,GBP,7,238.0
772,USD,20,237.99999237060547
1318,EUR,14,237.8599967956543
1662,GBP,34,237.65999221801758
702,AUD,3,237.0
648,AUD,3,237.0
648,CAD,3,237.0
